modelName,dimension,segment,raceCount,logLossDelta,brierDelta,top1Delta,eceDelta
residual_c10_a10,venue,19,1616,0.009578086070172187,0.0035784447754423354,0.0018564356435644136,0.02775360153509733
residual_c10_a10,venue,2,1471,0.03227977314888575,0.018558572346309976,-0.012236573759347391,0.0934998303952683
residual_c10_a10,venue,20,1547,-0.0029666818863913758,-0.0012733615267991327,0.0006464124111182912,-0.0016645586717074848
residual_c10_a10,venue,21,1681,-0.00626362771547595,-0.0044702580120260516,0.002379535990481796,0.003771177768871769
residual_c10_a10,venue,22,1658,0.01940134909942226,0.006985238719920628,-0.00301568154402887,-0.014205827237208975
residual_c10_a10,venue,23,1418,0.001998988075680108,-0.001846736137812166,0.002115655853314524,0.0014656742722823982
residual_c10_a10,venue,24,1694,0.019297905274256566,0.010606850935120704,0.0005903187721369996,0.03276421249059134
residual_c10_a10,venue,3,1481,0.009263716498822294,0.006104575168577875,0.0013504388926401378,0.03438503357858528
residual_c10_a10,venue,4,1252,0.013007425795394267,0.009760560092879067,-0.008785942492012755,0.04164466099883847
residual_c10_a10,venue,5,1684,0.00910229434353127,0.0029715265475575015,-0.0017814726840854611,-0.010553397489998062
residual_c10_a10,venue,6,1806,0.003673198211870732,-0.0009142048037984463,0.0044296788482834915,-0.007064031115456247
residual_c10_a10,venue,7,1680,0.012208245929187678,0.002394581422855091,0.0029761904761904656,0.001231363511032299
residual_c10_a10,venue,8,1766,0.013660790748420526,0.003840946342875462,0.006228765571913986,-0.012379668377564691
residual_c10_a10,venue,9,1594,-0.001280608896687463,-0.0013015739824956407,0.0018820577164366803,0.0036423130839891224
residual_c10_a10,month,2025-08,275,-0.01155164124640562,-0.008370713466746227,0.0,-0.0245560778457474
residual_c10_a10,month,2025-09,3625,0.010962106952659534,0.004291327461265926,-0.0013793103448275223,0.012053285659050384
residual_c10_a10,month,2025-10,3538,0.005711532137812281,0.001973194183180871,0.0016958733747880483,0.011745033861232221
residual_c10_a10,month,2025-11,3340,0.008719191379142899,0.0026516826016489414,0.004790419161676662,-0.009743184690678426
residual_c10_a10,month,2025-12,4008,0.010193872319769426,0.0038834104933170854,-0.0007485029940119681,-0.009785937357857795
residual_c10_a10,month,2026-01,4356,0.004734002019556982,0.0013683747977801808,0.0011478420569329684,-0.011874604425666228
residual_c10_a10,month,2026-02,3545,0.009449199333183333,0.003080871812925934,0.0025387870239774735,-0.013974036274425974
residual_c10_a10,month,2026-03,3811,0.014275948910825509,0.006822907399918976,-0.0002623983206507807,-0.00419466681048869
residual_c10_a10,month,2026-04,1824,0.014840316410228427,0.005151205626797051,0.0027412280701754055,-0.011191214991494763
residual_c10_a10,month,2026-05,3677,0.006841417985465226,0.0024205695261985127,0.0024476475387543717,-0.0016944952762249152
residual_c10_a10,month,2026-06,3827,0.007849445114844311,0.0032154001896932405,0.002613012803762693,0.002295135550602099
